id,question,prob,resolution,calibration_err,brier,nr_bettors,volume,attention_q,avg_bet
U43UgmXpHaXofqJHsxIQ,Will Sportradar (SRAD) stock hit $20 by December 31st?,0.01,0,0.01,0.0001,12,4797.829023806985,Q3_large,399.8190853172487
18biGCtj53LHkwJp3o6B,Sport 2023: Will Colorado Avalanche win Stanley Cup?,0.01,0,0.01,0.0001,11,3047.733838836394,Q3_large,277.06671262149035
C21ZDJLmhnOQk6PZWvZm,Will a successful sports betting bot be created within two weeks of real money p,0.01,0,0.01,0.0001,11,2624.1541867678884,Q3_large,238.55947152435348
9cNppCm8ui5AovsQ81N6,Will there be a new Wii Sports Resort Ass% world record by May 20?,0.16,0,0.16,0.0256,11,479.0181626929228,Q1_retail,43.547105699356614
2s8rh28nia,Will LAFC beat Sporting KC? ⚽ | 🏆 2024 Lamar Hunt US Open Cup,0.99,1,0.01,0.0001,10,9680.73240633872,Q4_sophisticated,968.073240633872
kfP6E2MchguBuuSE0nLY,Will Shohei Ohtani be suspended for at least one game in connection with Ippei's,0.08,0,0.08,0.0064,10,985.2361852762136,Q2_small,98.52361852762137
cNUn8ELCsC,Will Kalshi offer sports markets in Nevada on March 16th?,0.1939,1,0.8061,0.6498,9,2176.115979823376,Q3_large,241.79066442481957
0S2vu1A4vpG8Rd2xkgY8,Will Tom Brady be mentioned as a candidate for the head football coach job at th,0.026,0,0.026,0.0007,9,747.7853465605966,Q1_retail,83.08726072895519
GLLVDCI4ZwLUPiG0cHIM,Will a proposition prohibiting trans girls from playing in girls' sports pass in,0.09,0,0.09,0.0081,9,414.1910943997934,Q1_retail,46.02123271108816
A1TIc2NV5YXJ3bFWQGLE,"Will CA Prop 26 win? (Legalize Sports Betting on American Indian Property, Nov 2",0.0782,0,0.0782,0.0061,9,480.8339476879287,Q1_retail,53.42599418754763
umj1FmlhnM4oVTI6ucWs,Will I break my record of -9 in 18 holes of wii sports resort golf in two weeks,0.5,0,0.5,0.25,8,124.30688174062767,Q1_retail,15.53836021757846
6LPu25ONPQ,[Polymarket] Trump transgender sports ban?,0.99,1,0.01,0.0001,8,956.9890127609208,Q2_small,119.6236265951151
QqMuZEJLZRynq1EGpmTK,[Sports Climbing] Will Kiromal Katibin be able to break the 5.00 time in the nex,0.2882,0,0.2882,0.083,8,178.16485197485397,Q1_retail,22.270606496856747
9SqyN9pcbOJxr1QsV7BN,Will I break my record of -5 on 18 holes wii sport resort golf this week?,0.71,1,0.29,0.0841,7,91.08700713030063,Q1_retail,13.012429590042947
tgjc5dbx05,Will Hannah Cockroft win the BBC Sports Personality of the Year 2024?,0.02,0,0.02,0.0004,7,649.0687840408556,Q2_small,92.72411200583652
p23ohfsds2,Will evidence come out that iShowSpeed faked any of his jumps over sports cars b,0.1296,0,0.1296,0.0168,7,201.38134053946183,Q1_retail,28.768762934208834
2tndLSdZE2,Will a regulator take action against a Kalshi sports market in 2025?,0.8986,1,0.1014,0.0103,7,2133.0,Q3_large,304.7142857142857
UQtyQp8ZIE,Will users like sports markets better without bots taking orders on them?,0.9412,1,0.0588,0.0035,7,3000.0000000000027,Q3_large,428.57142857142895
7w92yo7qfr,"Will Venu sports (the newly announced streaming service of ESPN, Fox and Warner ",0.01,0,0.01,0.0001,7,17173.92153686258,Q4_sophisticated,2453.4173624089403
UQntcRCu8z,Will I win my sport bet made by dice?,0.6879,1,0.3121,0.0974,7,322.0000000000001,Q1_retail,46.000000000000014
qtecu3h8vn,Will a prominent figure in sports retire or announce their retirement before the,0.99,1,0.01,0.0001,5,1230.6807114641956,Q3_large,246.1361422928391
o0KWP677uV2JweUx8ZPk,⚽ Will Sportivo Belgrano beat Def. de Pronunciamiento during regular time on Mon,0.63,1,0.37,0.1369,5,35.0,Q1_retail,7.0
aEHcYbqyjCOiiRLrssxP,"A famous non-entertainer, non-sportsman American has more children than Elon Mus",0.99,1,0.01,0.0001,5,635.0,Q2_small,127.0
1MFqCRLr9VOjlGrp7Gnk,Will cycling on Max with B/R Sports cut away for advertisements?,0.6,0,0.6,0.36,4,67.58796379694212,Q1_retail,16.89699094923553
oG0Y92jOzOZv1Px4r63y,Will I be convinced that Manifold should disallow bots from taking certain actio,0.085,0,0.085,0.0072,4,118.6372604144348,Q1_retail,29.6593151036087
Huwqtguy1f368JJKfEel,Will the HSV (Hamburger Sportverein) stay in the 2nd German Football League?,0.99,1,0.01,0.0001,4,1151.662577145239,Q3_large,287.91564428630977
abcBOpXkP4FvdBPv6BOO,Will road cycling on B/R Sports on Max be available *on demand* as of 1 April 20,0.98,1,0.02,0.0004,3,413.3333333333333,Q2_small,137.77777777777777
8r4OoqR1bletYv8P5wAJ,Will the HSV (Hamburger Sportverein) stay in the 2nd German Football League?,0.99,1,0.01,0.0001,3,859.0,Q3_large,286.3333333333333
abO3EVT22KEznIeKpM37,Will RCS Sport release GPX or Strava files for the 2024 Giro d'Italia Women?,0.99,1,0.01,0.0001,2,909.2464093667476,Q3_large,454.6232046833738
r6iS6jqBldqodCpRgJxb,Will I be at least break-even on my sports betting account by the end of 2024?,0.4341,0,0.4341,0.1885,2,13.095658355182051,Q1_retail,6.547829177591026
q8A6ldhqEL,Will Manifold lower liquidity for individual sports matches in 2024?,0.5,1,0.5,0.25,1,9.999999189206752,Q1_retail,9.999999189206752
Z3m3ilTjOxhCAEZVn6Up,San Mateo Aragon High School adds pickleball as a sport through 2024,0.4098,0,0.4098,0.168,1,10.0,Q1_retail,10.0
PNTxNp2jejAOgm5uITME,"Can I hide sports questions from the ""for you"" feed?",0.76,1,0.24,0.0576,1,40.0,Q1_retail,40.0
2A05cdIOIZ,Will a new blockchain or NFT-based sports card product launch by the end of 2025,0.99,1,0.01,0.0001,1,894.9874371066194,Q4_sophisticated,894.9874371066194
Ng0ntuZhuh,Will I notice any degradation in Claude performance over the next week?,0.3957,0,0.3957,0.1565,9,608.490534119376,Q1_retail,67.61005934659732
zLs6tInIEA,RAS2026: Will One Battle After Another gather more Oscars nominations than Marty,0.849,1,0.151,0.0228,74,15461.963635589582,Q3_large,208.94545453499435
OINqCylunE,"Will ""Project Hail Mary"" (2026) gross >$63.62M on its domestic opening weekend (",0.99,1,0.01,0.0001,13,1073.4187835817966,Q1_retail,82.57067566013819
ANOEzPS0pn,Will the AP Compsci midterm be postponed again?,0.3562,1,0.6438,0.4145,11,223.0198619679103,Q1_retail,20.27453290617366
ycS8LRIAEy,Will Mark Rober post a video by June 19th,0.06,0,0.06,0.0036,20,2841.976726081679,Q2_small,142.09883630408393
s829Op5NNP,ChatGPT counts correct number of n's in data science?,0.9377,1,0.0623,0.0039,16,675.4955384420599,Q1_retail,42.218471152628744
dPy69pSdyO,Will the UK government mention quantum computing in an official policy speech wi,0.99,1,0.01,0.0001,46,41348.915164991966,Q4_sophisticated,898.889460108521
Uhn8R00LRu,"Will AGI AI be released before 2026
",0.013,0,0.013,0.0002,5,941.0,Q2_small,188.2
SsChpZc0NI,Will Exact Sciences be acquired by Abbott at a price over $100 per share by Nove,0.3563,1,0.6437,0.4143,3,365.5969349108944,Q2_small,121.86564497029813
I8n5zQPg5S,Will I get into Oxford?,0.2719,0,0.2719,0.0739,20,1779.7250401253618,Q1_retail,88.98625200626809
I9lUpZcsuy,"Will the Doomsday Clock move closer to midnight by January 31st, 2026?",0.99,1,0.01,0.0001,16,1623.801344545865,Q2_small,101.48758403411657
qht0S8E8C9,Will I qualify for an international olympiad this year?,0.7152,0,0.7152,0.5115,11,1196.5491744504532,Q2_small,108.77719767731392
9h8qgAPhPp,Red Heart hits an Amazon bestseller list before 2026?,0.0165,0,0.0165,0.0003,9,7620.355866561187,Q4_sophisticated,846.7062073956874
TcRhDQNTW27MXpcHnyTo,Major blunder in a physics paper attributed to AI by the end of 2025,0.045,0,0.045,0.002,35,4642.573446576278,Q2_small,132.6449556164651
UnycNpPLAz,7. Major progress will be made on building AI systems that can themselves autono,0.9896,1,0.0104,0.0001,25,16192.944272528504,Q4_sophisticated,647.7177709011402
Iz0Z2ScUS0,Vinay Prasad out by end of year?,0.9176,1,0.0824,0.0068,4,310.82803338733737,Q1_retail,77.70700834683434
N21OcWtux9AB8EzYG7Ve,Major physics discovery thanks to AI by the end of 2025?,0.0321,0,0.0321,0.001,98,12080.39518074257,Q2_small,123.2693385790058
9POkGYP1eojTps1gr7ay,Will I complete my economics Bachelor's degree at the University of Bonn in 3 ye,0.959,1,0.041,0.0017,19,8761.373964958162,Q4_sophisticated,461.1249455241138
7r5S4v8oGZYAuXR5F3nc,Will manuscript typeset with Typst be accepted in major journals by Oct. 2025?,0.1785,0,0.1785,0.0319,13,580.5449767816606,Q1_retail,44.657305906281586
nOQppPgqR8,US-UK Tech Prosperity Deal reinstated during Q1 2026,0.1579,0,0.1579,0.0249,11,811.8706692444237,Q1_retail,73.80642447676578
NZUsCEsqOQ,Will Weaver get into a T20?,0.819,0,0.819,0.6707,10,953.8893470134284,Q2_small,95.38893470134283
A0LNUSNnUP,AI literacy will be a required subject in at least 10 US states' K-12 curriculum,0.0136,0,0.0136,0.0002,10,1114.7947391009232,Q2_small,111.47947391009231
ApRIQRUnns,Will Syria keep the presidential system?,0.9694,1,0.0306,0.0009,7,515.2268167361334,Q1_retail,73.60383096230477
6d5slNychE,NSF awards a CAREER grant this year?,0.9283,1,0.0717,0.0051,6,3141.0,Q4_sophisticated,523.5
Apqz0Psq8A,Will rudyon create a new Kaggle notebook today?,0.6923,1,0.3077,0.0947,1,50.0,Q1_retail,50.0
Sy9R9IOIUs,Will Science retract the paper on Wuhan wet market COVID origins (Worobey et al.,0.0102,0,0.0102,0.0001,11,11067.60368377028,Q4_sophisticated,1006.1457894336618
Xzsjgd7FBqTcWxaHlEQ2,"Will a new species, previously unknown to science, be discovered in Lake Vostok ",0.4,0,0.4,0.16,10,207.88441773322305,Q1_retail,20.788441773322305
rwqc0zryy7lkyRo88O5S,Will Science Corp run human trials for the Science Eye before the end of 2025?,0.1342,0,0.1342,0.018,6,247.80110674938115,Q1_retail,41.30018445823019
utCcdUhRug,Mathematician among the 2026 Schmidt Science Fellows?,0.6808,1,0.3192,0.1019,5,111.00001984028108,Q1_retail,22.200003968056215
zSlJ8be1KGUBeKUKj9vQ,Will a DeSci (decentralized science) project be valued at $100 million or more a,0.1,1,0.9,0.81,5,512.1045552746086,Q2_small,102.42091105492173
g2wiqrxv71,Will new science.org survive to 2026,0.9116,1,0.0884,0.0078,2,240.0,Q2_small,120.0
sUhcqh29UQ,New York State RAISE Act becomes law?,0.9573,1,0.0427,0.0018,30,51770.15577223602,Q4_sophisticated,1725.671859074534
OThS3s7N8YFA1RhEmwdh,Will Commonwealth Fusion Systems (CFS) will demonstrate net energy gain (Q>1) in,0.0554,0,0.0554,0.0031,23,29836.32033967993,Q4_sophisticated,1297.2313191165188
5LSy9C9ggS,Will Project Hail Mary score at least 90% on Rotten Tomatoes?,0.9908,1,0.0092,0.0001,17,1351.660420685907,Q1_retail,79.5094365109357
dCy8UI6IqP,Credible evidence that Iran was involved in Bondi Beach shooting?,0.0428,0,0.0428,0.0018,16,467.5152966150111,Q1_retail,29.219706038438193
PPCgUENzZq,Will Terence Tao publish a Math paper such that some result was solved by AI bef,0.3953,1,0.6047,0.3656,13,405.41039504841785,Q1_retail,31.18541500372445
rZId2qje7eNU0rG6O8m6,Will Katalin Karikó Win a Nobel Prize in 2025?,0.0114,0,0.0114,0.0001,12,2868.19548999734,Q3_large,239.01629083311164
nNytARQtcP,Iran’s 60%+ enriched uranium stockpile and its capability to produce more both e,0.08,0,0.08,0.0064,9,1938.4029163283424,Q3_large,215.37810181426028
5U3RwBsx6DXlPaKZbTSx,"Before 2026, will a neuroimaging study provide explicit support to symmetry theo",0.06,0,0.06,0.0036,7,797.9725871851216,Q2_small,113.9960838835888
gAz8SdllSZ,Will I become a Senate Page? ,0.0985,0,0.0985,0.0097,3,555.0,Q2_small,185.0
c8SuLd8nQE,Nelson Memo on public sharing of federally-funded research implemented by Dec 31,0.25,0,0.25,0.0625,3,129.10291364321262,Q1_retail,43.03430454773754
CXKaADYyjd92cJdUWdVG,Will Science's Top Breakthrough of the Year in 2023 be AI-related?,0.01,0,0.01,0.0001,215,37449.693081739926,Q2_small,174.18461898483687
9QDY8Ab11eM9HxM0rcdn,Will Dune 2 world wide box office be higher than Dune 1?,0.99,1,0.01,0.0001,121,25564.01259449994,Q3_large,211.27283135950364
98Spy3kyCmeXl5O6h0qX,Will I get into Columbia University?,0.14,0,0.14,0.0196,109,16441.610473196037,Q2_small,150.84046305684438
nAIXlz0biyl4k3hogAcp,Will an accredited US college or university have taught a course on prompt-engin,0.03,0,0.03,0.0009,103,24418.963824310315,Q3_large,237.07731868262442
RgTTBhfxpk3ni8lLm9ZN,Will an AI-authored short story be published in a major science fiction magazine,0.07,0,0.07,0.0049,52,3623.211127606548,Q1_retail,69.67713706935669
CsvCPbvnQVPHsvfJ08og,Will I finish reading Probability Theory: The Logic of Science by E. T. Jaynes b,0.41,1,0.59,0.3481,47,6552.812321150976,Q2_small,139.4215387478931
m5Cj4VycyuXg5Isx2o9S,"On March 1st, the Science community will have the most followers among the Manif",0.0783,0,0.0783,0.0061,37,4857.114987294723,Q2_small,131.2733780349925
UwHJ1drV5Jtxm5ICXgvf,Will Science's Top Breakthrough of the Year in 2024 be AI-related?,0.0397,0,0.0397,0.0016,35,4895.944078351593,Q2_small,139.88411652433123
2PR83ndJofIB5yE5eNdW,SoAI 23 3/10: Will Self-improving Al agents crush SOTA in a complex environment ,0.06,0,0.06,0.0036,33,8977.7695977833,Q3_large,272.0536241752515
htUNAIPeiJTpotBbCzYD,"Will any of the top 3 scientific publishers (NEJM, Science, Nature) adopt polici",0.03,0,0.03,0.0009,27,3657.3655173306015,Q2_small,135.4579821233556
tqEqh0GzngkjNp74si5u,Will I finish reading Probability Theory: The Logic of Science by E. T. Jaynes b,0.38,0,0.38,0.1444,22,426.77235939003657,Q1_retail,19.398743608638025
Av6UWaET2AmgtMjtNNSx,87. Will ACX still be the top-ranked blog in Substack’s “Science” category at th,0.99,1,0.01,0.0001,19,1777.4804756586466,Q2_small,93.55160398203402
OPR8USU6Lq,Will I get a 5 on my AP Environmental Science exam?,0.9755,1,0.0245,0.0006,28,8407.315271953132,Q3_large,300.26125971261183
vFe9XHXrMw32nKlHRBsv,Will A Capella Science release another song before May 2024?,0.05,0,0.05,0.0025,15,2859.813899796689,Q2_small,190.65425998644594
jBDFMeRjNELOAhlWGhiu,Will self-improving AI agents crush SOTA in a complex environment (e.g. AAA game,0.27,0,0.27,0.0729,15,1018.970414509596,Q1_retail,67.9313609673064
1raxDXezbIIZlZdErQLg,Will the average Computer Science Graduate earn more salary in their first job o,0.21,0,0.21,0.0441,14,288.8018446191493,Q1_retail,20.628703187082092
6nmZRzyuyibb0LZiQyea,Will Kerbal Space Program 2 add science gathering & tech tree progression before,0.01,0,0.01,0.0001,12,3600.2140944775765,Q3_large,300.0178412064647
Gk2oJfIu4STSkF8gkBiL,Will any major science fiction short story markets lift their categorical ban on,0.2,0,0.2,0.04,12,1113.4733160976955,Q2_small,92.78944300814129
rcbogdRJwiJv6yGBbQQa,Will Cult Food Science stock price reach 0.2 USD during 2023?,0.95,1,0.05,0.0025,12,2494.869022598189,Q3_large,207.90575188318243
VWAfKG1sMvjAbDgNB6Lf,Will Michael Huang's first declared MIT major be Course 3 (Material Science)?,0.23,0,0.23,0.0529,10,134.7144360518673,Q1_retail,13.47144360518673
03z68PQGgL6GooPUf7RV,Will Mark Cuban start a new company in healthcare and life sciences by the end o,0.02,0,0.02,0.0004,10,677.6823970703427,Q1_retail,67.76823970703427
KQi7nwUdkZGvz2iPc9QX,LK-99 will be added to Wikipedia's page on pathological science before 2025,0.0241,0,0.0241,0.0006,10,1664.2626596917569,Q2_small,166.4262659691757
p1vpvHV4E0hJaPc9dNKD,Will I Make It To The International Science and Engineering Fair This Year,0.41,1,0.59,0.3481,9,82.09565835518205,Q1_retail,9.12173981724245
pXAskBnlnlWFrFkxPqrv,"Will we ever have 8+ people at the San Mateo science fiction reading group, by e",0.22,1,0.78,0.6084,9,384.1381743977833,Q1_retail,42.682019377531475
1rbv2knQabAfdVPphHtb,Will the scientific journal Seeds of Science exist at the end of 2023?,0.94,1,0.06,0.0036,9,367.0043997048203,Q1_retail,40.778266633868924
XcMdVlfdBxOepJVSK2BU,"Will “Build, Baby, Build: The Science and Ethics of Housing” by Bryan Caplan and",0.0,0,0.0,0.0,8,1017.189641840867,Q2_small,127.14870523010838
hdWrE35t1NyOtPTYfC6t,A Capella Science releases a new song before the end of October 2023,0.95,1,0.05,0.0025,8,882.7859873611417,Q2_small,110.34824842014271
MmTvUzbNUXal9rDKG3MM,Will University High School beat Troy High School in Science Olympiad at Socal S,0.08,0,0.08,0.0064,7,392.39343834842487,Q1_retail,56.056205478346406
5ZXK1EBSgNyt2HBZAFVs,Will a decision be made to start and fund a dedicated and systematic science and,0.17,0,0.17,0.0289,6,177.0878164136467,Q1_retail,29.514636068941115
rIXwAYSuYIdE33Kg6nFo,"Lex Fridman is not really a Computer Science Researcher, but a humanities guy bi",0.25,0,0.25,0.0625,5,82.19451251712744,Q1_retail,16.43890250342549
6H8qFZND1pV788a2khTq,Will I be accepted for the master‘s degree Global Health Science and Epidemiolog,0.36,0,0.36,0.1296,5,134.66842865062063,Q1_retail,26.933685730124125
8NRpNFGa0xpdbKf3I5Le,"Will we ever have 12+ people at the San Mateo science fiction reading group, by ",0.2538,0,0.2538,0.0644,5,81.68517149565616,Q1_retail,16.337034299131233
DAG97kvtb3HMM40uR8qX,Will Lexington High School win the 2023 National Science Bowl?,0.97,1,0.03,0.0009,4,363.0,Q1_retail,90.75
STa4jGWyPk7xJYRKhkdu,"Will we ever have 12+ people at the San Mateo science fiction reading group, by ",0.49,0,0.49,0.2401,3,23.53204306798564,Q1_retail,7.844014355995213
rHspbYH5snqUXHmHoOAC,Will I be accepted into the George Washington University Master of Science in Co,0.6,1,0.4,0.16,3,14.298109805841516,Q1_retail,4.766036601947172
WzCM8USHJUlNbcHtJha2,Will Jonas Clarke Middle School win the 2023 National Science Bowl middle school,0.03,0,0.03,0.0009,3,274.0,Q1_retail,91.33333333333333
B1Brov8pAPeUGZBl0blh,Will Jonas Clarke Middle School win the 2022 National Science Bowl middle school,0.2601,0,0.2601,0.0677,3,143.33169238632584,Q1_retail,47.777230795441945
8aFAOl85Fpz7au0JmGHd,Did ChatGPT get 70% or more on this Pew Research Center science quiz?,0.99,1,0.01,0.0001,3,979.1778340930624,Q3_large,326.39261136435414
j4DifFqH3DRv9k4Ggmee,Will my San Mateo science fiction reading group reach 18 people at one meeting b,0.34,0,0.34,0.1156,1,20.0,Q1_retail,20.0
0C4vTzVarIWHgGE1Vy0X,"Will ""Propaganda or Science: A Look at Open Source ..."" make the top fifty posts",0.1577,0,0.1577,0.0249,1,40.15407277984916,Q1_retail,40.15407277984916
cI9O2UsgOQ,Will Elon Musk create a political party in 2025?,0.0134,0,0.0134,0.0002,1047,865765.9655723433,Q4_sophisticated,826.9015908045304
ICnzuuZhzn,Political time bomb: the Sept 2025 jobs report is both delayed and politically c,0.9904,1,0.0096,0.0001,7,970.2873553624293,Q2_small,138.6124793374899
E5qNAghygS,Will Bad Bunny make a political statement of some kind during the SB halftime sh,0.8016,1,0.1984,0.0394,82,4230.841003936215,Q1_retail,51.59562199922214
yR5QNyz69g,Will there be an unexpected scandal involving a Brazilian political figure befor,0.1338,0,0.1338,0.0179,12,622.6738237988349,Q1_retail,51.88948531656957
06NI0NdlN0,Will any UK political party consistently poll at 30% or higher in 2025?,0.991,1,0.009,0.0001,19,11531.755019521026,Q4_sophisticated,606.9344747116329
ytNpORdlQQ,Will the Minnesota Assassin be tied to rightwing politics?,0.9706,1,0.0294,0.0009,6,475.0,Q1_retail,79.16666666666667
2E9PC6sZR2,"Red Scare podcast hosts interview a major political figure before September 1, 2",0.2104,0,0.2104,0.0443,11,421.00000000000006,Q1_retail,38.27272727272728
NhQf057ZXxolqHt5T7dV,"If Trump wins in 2024, will real money political prediction markets be legal bef",0.8908,1,0.1092,0.0119,15,1582.8476211509592,Q2_small,105.52317474339728
tzdUhpl2hq,Formal paperwork filed with FEC showing formation of new political entity named ,0.9855,1,0.0145,0.0002,3,733.945495028549,Q3_large,244.64849834284965
S59npq6zUO,Will any UK political party consistently poll at 35% or higher in 2025?,0.0214,0,0.0214,0.0005,14,10594.091856239816,Q4_sophisticated,756.7208468742726
D05R8nIx65eNK9VLvStj,Will there be more political self-immolations in 2025 as compared to 2024 as rep,0.1263,0,0.1263,0.016,13,604.0057168322321,Q1_retail,46.46197821786401
ln62Z8L0Sd,Will Elon musk form a new political party,0.0138,0,0.0138,0.0002,399,627040.5666390103,Q4_sophisticated,1571.5302422030334
0obgg7fn26,Will Elon Musk's political orientation change by the end of 2025?,0.0265,0,0.0265,0.0007,163,32903.82693554001,Q2_small,201.86396892969333
bY2xDJ6Scsdt1tmnTGCf,Will Vladimir Putin lose political power in Russia before 2026?,0.0123,0,0.0123,0.0002,84,40335.50011238486,Q4_sophisticated,480.1845251474389
Os756viI71yBfFbZMd2v,Will Donald Trump still be relevant in US politics by 2028?,0.8531,1,0.1469,0.0216,45,29862.373066483848,Q4_sophisticated,663.6082903663078
i9EGpfbFCTYGuXEt3Lnu,Will there be an Arab Spring-style wave of political unrest in the Middle East? ,0.03,0,0.03,0.0009,27,7256.144549473696,Q3_large,268.7460944249517
dIC2OgRgcz,Will Jeremy Corbyn lead a registered political party by the end of 2025?,0.8159,1,0.1841,0.0339,21,1512.3924232669056,Q1_retail,72.0186868222336
eU3VkXOQRUuiEJyBevf5,Will Bolsonaro lose his political rights without being arrested?,0.0522,0,0.0522,0.0027,14,6282.110296068336,Q3_large,448.7221640048811
89up5qIIyn,Will Jeremy Clarkson explicitly back a major UK political party in 2025?,0.01,0,0.01,0.0001,9,1364.7462630851192,Q2_small,151.63847367612436
7zi3TCPGSXsmvzM9SYoW,Will Donald Trump arrest his political opponents?,0.61,1,0.39,0.1521,92,12959.333964151048,Q2_small,140.862325697294
g0ThD3LcO2DYGrP3zaYs,Will MrBeast hint at anything political regarding US elections?,0.0733,0,0.0733,0.0054,37,4135.293053273044,Q2_small,111.76467711548769
778tj6kfwy,UK politics: Will Keir Starmer get a new lecturn?,0.1357,0,0.1357,0.0184,31,5303.022163978279,Q2_small,171.06523109607352
KXei1viRiLKhdTWsRgFB,Will anyone related to any Trump trial be killed for political motivations relat,0.0539,0,0.0539,0.0029,22,1347.146706462032,Q1_retail,61.233941202819636
yS6U9tZqcc,"Elon Musk appears at a far-right political event before August 1, 2025",0.0141,0,0.0141,0.0002,21,1096.6865913996585,Q1_retail,52.223171019031355
yQ4VqiLJkIL8D3YooWvH,"Will, in a year, the new OpenAI board appear to be politically independent from ",0.0979,0,0.0979,0.0096,19,2913.9137665260514,Q2_small,153.36388244873956
7yEhw4l1L93wfHM1k8r1,AI voice synthesis will be used to fabricate dirt on a political opponent in the,0.229,0,0.229,0.0525,17,1640.6832672738626,Q2_small,96.51078042787427
2SItssyySN,Will there be a large protest across US based on a political/ economical/ social,0.55,0,0.55,0.3025,16,487.6144305383294,Q1_retail,30.475901908645586
OZQRZt6zRn,Barron Trump announces plans to run for political office before June 2025,0.01,0,0.01,0.0001,15,2718.3584777150454,Q2_small,181.22389851433635
Y0A4f2drSr1Dk63u3ttY,"Will arxiv be credibly accused of political censorship in 2023, 2024, or 2025?",0.0753,0,0.0753,0.0057,15,2392.209258630321,Q2_small,159.4806172420214
sdv42PsyfR3fDnGWZ3vM,Will a major political party or politician advocate for voter registration to in,0.1,0,0.1,0.01,14,1589.907174425448,Q2_small,113.56479817324627
IA2LgsEluP,"Was seizure of the devices of Shayne Coplan, Polymarket CEO, motivated by politi",0.1762,0,0.1762,0.0311,12,9867.804476205842,Q4_sophisticated,822.3170396838201
ZzpI96QLS6,Will there be another political Assassination or a famous figure that everyone k,0.0287,0,0.0287,0.0008,12,697.2672156271033,Q1_retail,58.105601302258606
nuSOcztgnq,Was Judge Goodstein's home fire an act of political violence?,0.1224,0,0.1224,0.015,10,2596.40939194137,Q3_large,259.640939194137
li6Oe281ATE6LFCdcSzx,Will the Clean Up Politics Act be passed before 2025?,0.01,0,0.01,0.0001,6,1505.310740572746,Q3_large,250.885123428791
RuRhA8OSnL,A politician-hosted podcast will rank in Spotify's Top 100 Politics podcasts by ,0.7046,0,0.7046,0.4965,6,256.0581860953853,Q1_retail,42.67636434923088
P8CPZqZlqy,Will American Civics Exchange still offer over-the-counter (OTC) political swaps,0.9449,1,0.0551,0.003,5,3140.0,Q4_sophisticated,628.0
ONIlPIIuLp,"Before 2026, will an employee at a US defense contractor be killed for political",0.2299,0,0.2299,0.0529,4,102.99999999999996,Q1_retail,25.74999999999999
c82ffocia9,"Will Political Pattie's bar in Washington, D.C. close or announce closing before",0.99,1,0.01,0.0001,1,894.9874371066194,Q4_sophisticated,894.9874371066194
XPYfSw8xWvc7QpFnSrRV,Will we find out that a major political speech was written by an AI tool such as,0.97,1,0.03,0.0009,268,26855.298178008856,Q2_small,100.20633648510767
y6109wohrb,Will the attempted Trump assassin’s politics turn out to be broadly left-of-cent,0.95,1,0.05,0.0025,204,49908.53662599979,Q3_large,244.64968934313623
5JnfyAU85tBCgWaNFhoO,24. Will a major US political figure be killed or wounded in an assassination at,0.02,0,0.02,0.0004,136,21702.339355404707,Q2_small,159.57602467209344
0MLCghfWmBL2Ug17brmo,Will anyone run for political office with the promise of outsourcing all their d,1.0,1,0.0,0.0,125,53027.46258678694,Q3_large,424.2197006942955
VWt4wQ4eov1b0dK4gtYV,American politics 2023: Kevin McCarthy ends the year as Speaker of the House?,0.01,0,0.01,0.0001,117,86262.62598470117,Q4_sophisticated,737.2874015786425
lOCUIC0Lz6,Will I finish the Politically Incorrect Guide to US History by the end of June?,0.99,1,0.01,0.0001,5,894.9874371066198,Q2_small,178.99748742132397
HBHTu3VGsPtIZOP4i5Vt,Will another person self-immolate in the United States for a political purpose b,0.94,1,0.06,0.0036,96,24806.350490222543,Q3_large,258.3994842731515
fghnrqtqvC2uefyMTz77,American politics 2023: Dianne Feinstein is still in office at year’s end?,0.0,0,0.0,0.0,87,45937.59493394944,Q4_sophisticated,528.0183325741315
UTsHhOK1aZXeuouq3Z9B,American politics 2023: Hunter Biden indicted on federal charges?,1.0,1,0.0,0.0,68,72937.75007687758,Q4_sophisticated,1072.613971718788
KvAaQU4npLUJz1is0iJY,Canada Politics: Will Justin Trudeau remain the leader of the Liberal party thro,0.9688,1,0.0312,0.001,64,18565.813664061297,Q3_large,290.0908385009578
RbgyWbTUhkm5uCgWxXHS,American politics 2023: Joe Biden announces re-election bid?,0.99,1,0.01,0.0001,60,27806.56838490256,Q4_sophisticated,463.44280641504264
6OUoXVwTR98SW7LCW5cC,Will anyone be elected to political office while promising to outsource all thei,0.0169,0,0.0169,0.0003,58,7562.082707232679,Q2_small,130.38073633159792
J2JYhP0HKO8dOoCcEwW0,American politics 2023: The statutory debt ceiling is raised?,0.99,1,0.01,0.0001,53,103622.45648005538,Q4_sophisticated,1955.1406883029317
9nrEq1QwKxK6YfeHLOhq,American politics 2023: Donald Trump indicted on federal charges?,1.0,1,0.0,0.0,53,55228.43767032091,Q4_sophisticated,1042.04599377964
tRkY12fc3tnarezw0pjl,MEDIA8: Informing voters about political candidates’ criminal pasts,0.18,0,0.18,0.0324,49,4669.822454416593,Q2_small,95.3024990697264
ynVXMvvaemmypx9EeFUE,Will Trump Face Significant Repercussions (Incarceration or Political Restrictio,0.01,0,0.01,0.0001,49,15069.189682324271,Q3_large,307.53448331274024
